Name	Start Date	Location	External URL
2023 National Conference on Man-Machine Speech Communication	12/7/2023	Suzhou, China	http://www.ncmmsc.org.cn
2nd Annual Online Conference of the IEEE Industrial Electronics Society	12/7/2023	Online, Online	https://iesoncon2023.com/
The 22nd Annual Pre-ICIS Workshop on HCI Research in MIS	12/9/2023	Hyderabad, India	https://sighci.org/
INTERNATIONAL CONFERENCE ON EMERGING RESEARCH IN COMPUTATIONAL SCIENCE - 2023	12/7/2023	Coimbatore, India	https://icercs23.com/
Sixth IEEE International Workshop on Recent Advances in Photonics	12/7/2023	Prayagraj, India	https://wrap2023.iiita.ac.in/
6th International Conference on Electrical Information and Communication Technology 2023	12/7/2023	Khulna, Bangladesh	https://eict2023.kuet.ac.bd/
3rd International Conference on Mobile Networks and Wireless Communications (ICMNWC-2023)	12/8/2023	Tumkur, India	https://icmnwc.com/
2023 Fourth International Conference on Smart Technologies in Computing, Electrical and Electronics (ICSTCEE)	12/8/2023	Bengaluru, India	https://icstcee.in/
2023 IEEE International Conference on ICT in Business Industry & Government (ICTBIG)	12/8/2023	Indore, India	https://indore.hosting.acm.org/ictbig2023/index.htm
International Conference on Recent Trends in Emerging Technologies and Sustainability- ICRTETS 2023	12/8/2023	NOIDA, INDIA	https://www.niet.co.in/icrtets-2023.php
TÜSEB FUTURE HEALTH-GENOMICS	12/8/2023	İstanbul, Türkiye	https://futurehealthcongress.tuseb.gov.tr/
The 2023 Conference on Big Data and Artificial Intelligence	12/7/2023	New Delhi, India	https://bda23.iiitd.edu.in/
2023 6th International Conference On ADVANCES IN SCIENCE & TECHNOLOGY (ICAST-2023)	12/8/2023	Mumbai, India	https://sites.google.com/somaiya.edu/icast-2023/call-for-papers?authuser=0
2023 International conference on Advanced Computing and Intelligent Technologies (ICACIT 2023)	12/8/2023	Manipur, India	http://www.icacit.in
The 24th International Symposium on Advanced Intelligent Systems	12/5/2023	Kimdaejung Convention Center, Gwangju, Korea	https://isis-kiis.org/isis2023, https://isis-kiis.org
2023 Singapore Conference on Applied Psychology	12/7/2023	Singapore, Singapore	https://scap.ear.com.sg/
Energy Informatics.Academy Conference 2023	12/6/2023	São Paulo, Brazil	https://www.energyinformatics.academy/eia-2023-conference
5th International Conference on Advancements in Computing 2023	12/7/2023	Malabe, Sri Lanka	https://icac.lk/
INTERNATIONAL CONFERENCE ON SEPARATION AND PURIFICATION TECHNOLOGIES	12/7/2023	Patna, India	https://icspt.iitp.ac.in/
The 11th International Conference on Robot Intelligence Technology and Applications	12/6/2023	Taicang, China	http://2023.icrita.org/
Third International Conference on Mechanical and Energy Technologies-2023	12/7/2023	GREATER NOIDA, INDIA	http://icmet.in
Bright Internet Global Symposium 2023	12/8/2023	Hyderabad, India	http://brightinternet.org/
International Conference on Emerging Materials, Smart Manufacturing & Computational Intelligence	12/7/2023	Rajpura, Punjab, India	https://www.chitkara.edu.in/icemsmci-2023/paper-submission.php
Third International Conference on Advancements in Computing Technologies, 2023	12/7/2023	CHENNAI, INDIA	https://stellamariscollege.edu.in/ICACT-2023/
8th International Conference on Information Technology Research	12/7/2023	Colombo, Sri Lanka	http://icitr.uom.lk/
6th International Conference on Recent Trends in Image Processing & Pattern Recognition	3/1/2023	Derby, United Kingdom	https://rtip2r-conference.org/2023/
International Conference The Science and Development of Transport	12/6/2023	Zagreb, Croatia	https://zirp.fpz.hr/
IEEE SECOND INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTATIONAL INTELLIGENCE AND COMMUNICATION	12/7/2023	Puducherry, India	https://www.cic.ptuniv.edu.in/
2nd International Conference on Advancements in Smart Computing and Information Security	12/8/2023	Rajkot, India	https://ascisconf.org/
IEEE SECOND INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTATIONAL INTELLIGENCE AND COMMUNICATION	12/7/2023	PUDUCHERRY, INDIA	https://icacic.ptuniv.edu.in/
International Conference on Innovative Science, Engineering & Technology	12/7/2023	Patna, India	http://www.icistech.in
1st International Conference on Computer Vision and Internet of Things-2023	12/7/2023	Coimbatore, India	https://karunya.edu/dece/iccviot23/
SAFAL 2023	12/8/2023	Kanpur, India	https://sites.google.com/view/safal2023
2nd International Conference on Business Data Analytics	12/7/2023	Dehradun, India	https://icbda2023.uudoon.in/index.php
ACM Multimedia Asia 2023	12/5/2023	Tainan, Taiwan	http://www.mmasia2023.org/index.html
Qualcomm Innovation Fellowship Korea 2023 (QIFK2023)	5/31/2023	Seoul, South Korea	https://www.qualcomm.com/research/university-relations/innovation-fellowship/2023-south-korea
IEEE INTERNATIONAL WORKSHOP ON INFORMATION FORENSICS AND SECURITY	12/4/2023	Nuremberg, Germany	https://wifs2023.fau.de/
International Symposium on Smart Cities Challenges, Technologies and Trends (SCCTT-2023)	12/7/2023	Delhi, India	http://lnkiy.in/SCCTT-2023
8th International Conference on Digital Technologies in Education, Science and Industry	12/6/2023	Almaty, Kazakhstan	https://dtesi.iitu.edu.kz/
Energy Summit 2023	12/4/2023	Chennai, India	https://energyconsortium.org/energysummit2023/
International Workshop on Quality of Service-aware Serverless Computing	12/4/2023	Taormina, Italy	https://qserv23.github.io/
International Workshop on the Cloud-Edge-IoT Continuum for Hyper-Distributed Applications and Services	12/4/2023	Taormina, Italy	https://ceico-workshop.cloudlab.zhaw.ch/
THE 6TH INTERNATIONAL HYBRID CONFERENCE ON INFORMATICS AND APPLIED MATHEMATICS	12/6/2023	Guelma, Algeria	https://events.univ-guelma.dz/iam2023/index.html
Workshop on Big Data and Artificial Intelligence in Digital Twins	12/4/2023	Taormina, Messina, Italy	http://www.baid2023.org/
Second International Workshop on Intelligent and Adaptive Edge-Cloud Operations and Services	12/4/2023	Taormina, Messina, Italy	https://www.intel4ec-workshop.nl/
The 11th International Conference on Orange Technology	12/5/2023	Daegu, South Korea	https://icot-2023.com/
Chilean Conference on Electrical Electronic Engineering, Informatics and Communications Technology 2023	12/5/2023	Valdivia, Chile	https://site.ieee.org/chilesur/ieee-chilecon-2023/
16th IEEE/ACM International Conference on Utility and Cloud Computing and 10th IEEE/ACM International Conference on Big Data Computing, Applications and Technologies	12/4/2023	Taormina, Messina, Italy	https://ucc-conference.org/
Sixth International Conference for Islamic Financial Industry	12/6/2023	Koléa-Tipasa, Algeria	https://www.fin-isl.com
Advancements in Arabic NLP Leveraging Long Language Models and Knowledge Graphs	12/4/2023	Giza, Egypt	http://llmkg.com
17th Global Congress on Manufacturing and Management (GCMM 2023)	12/3/2023	Kuching, Malaysia	http://www.gcmm.org
IEEE International Conference on Visual Communications and Image Processing	12/3/2023	Jeju, Republic of Korea	http://www.vcip2023.org/
Conference on Vision and Intelligent Systems	12/5/2023	Waterloo, Canada	https://uwcvis.github.io/cvis2023
2023 IEEE International Conference on Energy Technologies for Future Grids (ETFG)	12/3/2023	Wollongong, Australia	https://www.uow.edu.au/events/2023/2023-ieee-international-conference-on-energy-technologies-for-future-grids-etfg.php
2023 Asia-Singapore Conference on Sport Science	12/5/2023	Singapore, Singapore	https://acss.ear.com.sg/
19th Global Conference on Sustainable Manufacturing	12/4/2023	Buenos Aires, Argentina	https://gcsm.eu
The 2023 International Conference on Applied Nonlinear Dynamics, Vibration and Control	12/4/2023	Hong Kong, China	http://www.icandvc.com
The 21st International Conference on Advances in Mobile Computing & Multimedia Intelligence	12/4/2023	Bali, Indonesia	https://www.iiwas.org/conferences/momm2023/
The 25th International Conference on Information Integration and Web Intelligence	12/4/2023	Bali, Indonesia	https://www.iiwas.org/conferences/iiwas2023/
1st International Conference on Resilience and Sustainable Regions	12/4/2023	Setúbal, Portugal	https://icrsr.ips.pt/
XXIV Brazilian Symposium on Geoinformatics	12/4/2023	São José dos Campos, Brazil	http://www.geoinfo.info/geoinfo2023/
International Conference on Theoretical and Applicative Aspects of Computer Science	12/5/2023	Skikda, Algeria	http://fs.univ-skikda.dz/informatique/ICTAACS2023/
26th International Conference of the ORIENTAL- COCOSDA	12/4/2023	Delhi, India	https://www.ococosda2023.com
7th Powder Metallurgy (PM7) and Advanced Processes & Systems in Manufacturing (APSIM 2023)	12/4/2023	Melaka, Malaysia	https://www.ukm.my/pm-apsim/
THE INTERNATIONAL CONFERENCE ON OCEAN ENGINEERING TECHNOLOGY AND INFORMATICS 2023	12/3/2023	Kuala Nerus, Terengganu, Malaysia	https://icoeti.umt.edu.my/
The 19th annual Australasian conference on interactive digital media design and technologies	12/5/2023	Wellington, New Zealand	http://current.ieconference.org/
Microsoft Academic Partnership Grant 2023	12/1/2023	Hyderabad, India	https://www.microsoft.com/en-in/
ACM Computer Science in Cars Symposium 2023	12/5/2023	Darmstadt, Germany	https://acm-cscs.org
The Nineteenth International Conference on Computational Intelligence and Security	12/1/2023	Haikou, China	http://www.cis-lab.org/
International Conference on Business Research 2023	12/4/2023	Moratuwa, Sri Lanka	https://uom.lk/business/bru/icbr
Code Intelligence 2023	12/3/2023	Seoul, Korea	https://sites.google.com/view/code-intelligence-workshop/
INTERNATIONAL CONFERENCE ON SUGAR PALM AND NATURAL FIBRE POLYMER COMPOSITES 2023	12/2/2023	SERDANG, SELANGOR, MALAYSIA	https://snpc2023.weebly.com/
The 17th Chinese Conference on Biometric Recognition	12/1/2023	Xuzhou, China	https://ccbr99.cn/
Global Conference on Communications and Information Technologies	12/1/2023	Bengaluru , India	https://gccit.in/index.php
2023 5th International Conference on Advanced Information Science and System (AISS 2023)	12/1/2023	Bangkok, Thailand	http://www.aiss2023.net/
2023 5th International Conference on Algorithms, Machine Learning and Signal Processing (AMLSP 2023)	12/1/2023	Bangkok, Thailand	http://www.amlsp2023.net/
2023 4th International Conference on Information Security and Information Retrieval (ISIR 2023)	12/1/2023	Bangkok, Thailand	http://www.isir2023.net/
Congress on Smart Computing Technologies	12/2/2023	New Delhi, India	https://scril.sau.int/csct23/
The 8th International Conference on Integrated Land-Use Transport Modeling	12/2/2023	City of Wuhan, China	https://v.xiumi.us/board/v5/4zaPx/478733670
2nd International Conference on New Trends in Science and Applications (NTSA)	12/2/2023	Elazig, Turkey	http://ntsa2023.pcfm-conference.com/index.html
Proposal 2023-2	11/24/2023	Pelotas, Brazil	https://wp.ufpel.edu.br/notcc/propostas/avaliacoes/propostas-2023-2/
8th International Scientific Conference “Telecommunications, Informatics, Energy and Management”	12/1/2023	Balıkesir, Turkey	http://www.tiem2023.com/
SLIIT International Conference on Advancements in Sciences & Humanities	12/1/2023	Colombo, Sri Lanka	https://sicash.sliit.lk
10th IEEE UP Section International Conference on Electrical, Electronics and Computer Engineering	12/1/2023	Greater Noida, India	https://amity.edu/upcon2023/
International Conference on Advances in Computer Networking and Machine Learning	12/1/2023	Agartala, India	http://www.nitacon.in
International Conference on Security, Surveillance and Artificial Intelligence	12/1/2023	Kolkata, India	https://www.technoindiaeducation.com/icssai2023/
2023 2nd International Conference on Data, Decision and Systems	12/1/2023	Surathkal, Mangalore, India	https://icdds.org/
Words in the World International Conference	12/1/2023	Windsor (virtual), Canada	https://wordsintheworld.ca/wow-conference/
13th International Conference On Governance Fraud Ethics and ESG	12/1/2023	Istanbul, Turkey	https://icgfee.gedik.edu.tr
The 1st International Conference on Social Sciences, Management and Technology	12/1/2023	Bangkok, Thailand	https://icssmt2023.sau.ac.th/
2023 IEEE 3rd Mysore Sub Section International Conference (MysuruCon)	12/1/2023	HASSAN, INDIA	https://mysurucon.org
8th International Conference on Research in Intelligent Computing in Engineering	12/1/2023	Hyderabad, India	https://manuu.edu.in/rice2023/
AIC2023 15th Congress of the International Colour Association	11/27/2023	Chiang Rai, Thailand	https://aic2023.org/
Sebha University Award for Scientific Excellence	11/19/2022	Sebha, Libya	https://sebhau.edu.ly/suase2023/
The 2023 International Conference on Digital Image Computing: Techniques and Applications	11/28/2023	Port Macquarie , Australia	https://www.dictaconference.org/
European Conference on Visual Media Production 2023	11/30/2023	London, UK	https://www.cvmp-conference.org/2023/
OPSITARA (Te Pūkenga Region 4) Research Symposium 2023	11/29/2023	Invercargill, New Zealand	https://itpresearch.ac.nz/home/opsitara2023/
Resilience Week 2023	11/28/2023	Washington DC, United States	http://www.resilienceweek.com
International Conference on Electronics, Energy and Measurement	11/28/2023	Medea, Algeria	http://www.univ-medea.dz/icem2023/
INTERNATIONAL CONFERENCE On Smart Generation Computing and Communication Networks 2023	11/29/2023	Mohali, India	https://sgccn.org
DRS Learn X Design 2023: Futures of Design Education	11/29/2023	London, United Kingdom	https://learnxdesign2023.wordpress.com/
Machine Learning in Computational Biology 2023	11/29/2023	Seattle, USA	https://sites.google.com/cs.washington.edu/mlcb2023/
External Moderation 2022-2023	7/30/2023	Macao, Macao	https://www2.ift.edu.mo/ted/
4th International Conference on Advanced Engineering in Process Intelligence 28-30 November 2023- Skikda-Algeria	11/28/2023	SKIKDA, ALGERIA	http://icaepi23.univ-skikda.dz/
First Joint Internatioal Conference on Advances in Mechanical and Aerospace Engineering	11/28/2023	Bengaluru, India	https://www.alliance.edu.in/icamae-2023/
Theoretical and practical research of young scientists 2023	11/28/2023	Kharkiv, Ukraine	https://web.kpi.kharkov.ua/masters/language/en/
Serious Games and Simulation Applied to Medicine and Healthcare	11/29/2023	NICE, FRANCE	https://segamed.eu/WordPress/segamed-2023/
5th IEEE International Conference on BioInspired Processing	11/28/2023	Alajuela, Costa Rica	https://www.bipconference.org/
V Simposio de las Licenciaturas y Posgrado de la División de Ciencias Naturales e Ingeniería	11/28/2023	Mexico City, Mexico	https://simposiodcni.cua.uam.mx/
15th International Conference on Ubiquitous Computing and Ambient Intelligence (UCAmI2023)	11/28/2023	Riviera Maya, Cancún, Mexico	https://ucami.org/
FSS In-Com Challenge 2023	3/31/2022	Sfax, Tunisia	http://www.fss.rnu.tn/fra/s1226/pages/1047/In-Com-SDG-Challenge
Twelfth International Conference on Complex Networks & Their Applications	11/28/2023	Menton French Riviera, France	https://complexnetworks.org/
Laboratory of Electrical and Industrial Systems Day 2023	11/30/2023	Bab Ezouar, Algeria	https://lsei.usthb.dz/LSEI-Day23/
First Conference on Renewable and Sustainable Energy 2023	11/29/2023	Basrah, Iraq	https://fcrse.com/
2nd International Conference on Innovations in Data Analytics (ICIDA 2023)	11/29/2023	Kolkata, India	http://icida.ikrf.in/index.php
International Conference on Recent Innovations in Computing	8/9/2023	Jammu, India	https://www.icric-2018.com/submission.php
1st International Conference on Deep learning, IOT Drone Technology, Smart Cities and Application	6/30/2023	Nashik, India	https://www.sandipfoundation.org/conference/
Material and Energy Engineering for Sustainable Advancement 2023 (MEESA 2023) Conference	8/8/2023	Kota Kinabalu, Malaysia	https://sites.google.com/ums.edu.my/meesa/home
The 2nd MACE Research Symposium (MaRS)	10/30/2023	Kuala Lumpur, Malaysia	https://sites.google.com/view/maceifac/tech-sessions/mars-symposium/call-for-papers
Learning on Graphs Madrid Meetup	11/27/2023	Madrid, Spain	https://logmeetupmadrid.github.io/
2023 IEEE Symposium Sensor Data Fusion and International Conference on Multisensor Fusion and Integration	11/27/2023	Bonn, Germany	https://ieee-mfi.org/
IEEE "The Confluence of Advancements in Robotics, Vision and Interdisciplinary Technology Management"	11/28/2023	Bangalore, India	https://ic-rvitm.rvitm.edu.in/
2023 2nd International Conference on Emerging Trends in Electrical, Control, and Telecommunication Engineering (ETECTE)	11/27/2023	Lahore, Pakistan	https://etecte.uol.edu.pk/
International Conference on Intelligent and Innovative Practices in Engineering & Management (IIPEM) 2023	11/29/2023	Singapore, Singapore	https://www.amity.edu/IIPEM2023
IEEE Conference: The Confluence of Advancements in Robotics, Vision and Interdisciplinary Technology Management	11/28/2023	Bangalore, India	https://ic-rvitm.rvitm.edu.in/
AI in Africa for Sustainable Economic Development 2023	11/27/2023	Virtual, Virtual	https://sites.google.com/view/aia2023/icaif-ai-in-africa-workshop?authuser=0
4th ACM International Conference on AI in Finance	11/27/2023	New York, United States	https://ai-finance.org
The First National Conference on Advance Transportation Engineering, Logistics and Environment	11/28/2023	Constantine, Algeria	https://sites.google.com/view/ncatele24
1st European-African workshop on Industrial AI	11/28/2023	Antsiranana - Diégo Suarez, Madagascar	https://e2ai2023.wp.imt.fr/
4thInternational Conference on Machine Learning, Advances in Computing, Renewable Energy and Communication	11/28/2023	Saharanpur, India	https://www.glocaluniversity.edu.in/marc/
National Seminar on Mathematics and Applied	11/27/2023	North Sumatera, Indonesia	http://simantap.potensi-utama.ac.id/
2nd RevealDNA International Conference on Innovation and Technology in Sports (ICITS) 2023	11/27/2023	Kuala Lumpur, Malaysia	https://icits.my/2023/
7th International Conference on Artificial Intelligence in Renewable Energetic Systems	11/26/2023	Tipasa, ALGERIA	https://www.icaires.com
2023 1st DMIHER International Conference on Artificial Intelligence in Education and Industry 4.0 (IDICAIEI)	11/27/2023	Wardha , India	https://www.dmiher.edu.in/IICAIEI/
AI Safety and Robustness In Finance	11/27/2023	Brooklyn, USA	https://www1.columbia.edu/~nyc2107/aisrf23/Home.html
Workshop on Machine Learning for Investor Modelling and Recommender Systems	11/27/2023	New York, United States of America	https://sites.google.com/view/ml-for-investor-recsys
ICAIF'23 Workshop on NLP and Network Analysis in Financial Applications	11/27/2023	New York City, United States	https://sites.google.com/view/nlp-na-in-finance-2023
2023 Power Electronics and Power System Conference	11/24/2023	Hangzhou, China	https://pepsc.org/
IEEE International Conference on Intelligent Systems, Smart and Green Technologies	11/25/2023	Visakhapatnam, India	https://r10.ieee.org/vizagbay/icissgt-2023/
International Conference on Computational Intelligence in Machine Learning	11/25/2023	Hyderabad, India	https://sites.google.com/view/icciml-2023/
2023 3rd International Conference on Smart City and Green Energy	11/24/2023	Hong Kong, China	http://icscge.org
IEEE 3rd International conference on “Applied Electromagnetics, Signal Processing & Communication"	11/24/2023	Bhubaneswar, India	http://aespc.kiit.ac.in
9th IEEE International Women in Engineering (WIE) Conference on Electrical and Computer Engineering	11/25/2023	THIRUVANANTHAPURAM, KERALA, INDIA	http://wiecon-ece.org/
BioInquirer'24	11/25/2023	Gampaha, Sri Lanka	https://bioinquirer.org/bioinquirer-24/
2023 2nd International Conference on Frontiers of Communications, Information System and Data Science (CISDS 2023)	11/24/2023	Xi’an, China	http://www.cisds.net/
2023 International Conference on Information Security, Data Analytics and Mining (ISDAM 2023)	11/24/2023	Xi’an, China	http://www.isdam.net/
3rd International Conference on Intelligent Vision and Computing	11/25/2023	Agartala, India	https://scrs.in/conference/icivc2023
International Conference on Demystifying Emerging Trends in Intelligent Systems (ICDETIS)-2023	11/25/2023	ODALAREVU, India	https://www.icetais.com/home
2023 7th International Conference on Vision, Image and Signal Processing	11/23/2023	Dali, China	http://www.icvisp.org
2023 4th International Conference on Communications, Information, Electronic and Energy Systems	11/23/2023	Plovdiv, Bulgaria	http://ciees.eu/
International Conference on Advances in Mechanical and Energy Technologies	11/24/2023	Dehradun, India	https://icamet.geu.ac.in/
5th International Conference on Artificial Intelligence and Smart Environments	11/23/2023	Errachidia, MOROCCO	https://icaise.sciencesconf.org/
At the Roots of Expanded Design. What Futures for Design History? — VI AIS/Design 2023 Conference	11/24/2023	Milano, Italy	https://www.aisdesign.org/v2/call-vi-convegno-ais-design-alle-radici-del-design-espanso/
Cyberspace 2023	11/24/2023	Brno, Czech Republic	http://cyberspace.muni.cz/
Machine Vision & Augmented Intelligence	11/24/2023	Patna, INDIA	https://mvai.in/2023
International Conference on Integrated Intelligence and Communication Systems (ICIICS – 2023)	11/24/2023	Kalaburagi, INDIA	https://iciics.in/index.php
15.National 3.International Environmental Engineering Symposium	11/23/2023	Online, Istanbul	http://ucmk.org
International Conference on Artificial Intelligence, Communication, IoT, Data Engineering and Security(IACIDS 2023)	11/23/2023	PUNE, INDIA	https://conference.christuniversity.in/
VISHWACON 2023 - 5th International Conference on Recent Trends in Engineering and Technology	11/24/2023	PUNE, INDIA	https://vishwacon.in/
16th Annual Meeting of the American Association of Physics Teachers - Mexico Section 2023	11/23/2023	Ensenada, Mexico	http://aaptmx.ens.uabc.mx/
CS 285 Milestone Report Peer Review 2023	10/25/2023	Berkeley, United States	https://rail.eecs.berkeley.edu/deeprlcourse/
2nd International Congress of Electrical and Computer Engineering (ICECENG'23)	11/22/2023	Bandirma , TURKEY	http://www.iceceng.org
IndiaHCI 2023	11/23/2023	Dehradun , India	https://www.indiahci.org/2023/
International Conference on Communication, Security and Artificial Intelligence	1/3/2023	Greater Noida, India	http://iccsai.in
INTELLIGENT TECHNOLOGIES FOR SUSTAINABLE ENERGY MANAGEMENT AND CONTROL	11/23/2023	NAGPUR, INDIA	http://ycce-elect.in
International Conference on Emerging Technology and Sustainable Solution - ICESS 2023	11/24/2023	Chandigarh, India	https://chitkara.edu.in/icess2023/
International Conference on Computational Technologies and Electronics-2023	11/23/2023	Siliguri, India	https://iccte.in/
International Conference on Business Innovation (ICOBI) 2023	11/24/2023	Homagama, Sri Lanka	https://nsbm.ac.lk/icobi
International Conference on Recent Advances in Energy and Materials for Sustainable Development	11/24/2023	Phagwara, India	https://conferences.lpu.in/raem/
2023 7th SLAAI International Conference on Artificial Intelligence (SLAAI-ICAI)	11/23/2023	Kuliyapitiya, Sri Lanka	https://slaai.lk/icai/2023/
BMVA Sullivan Doctoral Thesis Prize (award presented at annual BMVC)	11/20/2023	Aberdeen , United Kingdom	https://britishmachinevisionassociation.github.io/bursaries/sullivan-prize.html
3rd International Conference on Advancement in Electronics & Communication Engineering	11/23/2023	Ghaziabad, India	https://aece2023.rkgitedu.in/
International Workshop on Computational Aspects of Deep Learning	11/23/2023	Aberdeen, UK	https://ailb-web.ing.unimore.it/cadl2023/
Workshop on Machine Vision for Earth Observation	11/24/2023	Aberdeen, United Kingdom	https://mveo.github.io/
International Conference on Recent Advances in Science and Engineering Technology – ICRASET 23	11/23/2023	MANDYA, india	https://bgsiticraset23.com/
R Day - Second national meeting of R users	11/24/2023	Medellín, Colombia	https://rday-colombia.github.io/2023/index.html
The 1st Workshop in Video Understanding and its Applications	11/24/2023	Aberdeen, United Kingdom	https://vua-bmvc.github.io/
ROSCon DE 2023	11/23/2023	Karlsruhe, Germany	https://roscon2023.de/
International Conference on Data Engineering & Machine Intelligence	11/22/2023	Bangalore, India	https://icdemi.org/
11th International Conference on Advancements in Engineering and Technology	11/23/2023	Sangrur, India	https://bgiet.ac.in/international-conference-on-advancements-in-engineering-and-technology-icaet-2023/
XII CLABES	11/22/2023	Temuco, Chile	https://dgia.uct.cl/
British Machine Vision Conference 2023	11/20/2023	Aberdeen, United Kingdom	https://www.bmvc2023.org/
Computer Vision for Games and Games for Computer Vision Workshop	11/23/2023	Aberdeen, UK	https://cvg2023.institutedigitalgames.com/
International conference on Advances in Computing, Communication and information technology (AICCIT-2023), technically sponsor by IEEE (Conference IEEE Record #59806).	11/23/2023	Faridabad, India	https://aiccit2023.vercel.app/
International Conference on Innovation and Emerging Technologies (ICIET) 2023	11/22/2023	Colombo, Sri Lanka	http://iciet.sjp.ac.lk/
International Postgraduate Research Conference 2023	5/15/2023	Colombo, Sri Lanka	https://conf.kln.ac.lk/iprc/
Ruhuna International Conference on Innovation and Technology - 2023 ( RICIT 2023 )	7/31/2023	Kamburupitiya,Matara, Sri Lanka	http://www.tec.ruh.ac.lk/Ricit2023/
2nd International Conference on Nature-Based Solution in Climate Change (RESILIENCE) 2023	11/23/2023	Jakarta, Indonesia	https://www.pertaminafoundation.org/public/home/iconnabsic2023
2023 International Joint Conference on Energy, Electrical and Power Engineering	11/21/2023	Melbourne, Australia	http://www.coeepe.org
THE INTERNATIONAL CONFERENCE ON MACHINE AND DEEP LEARNING APPLICATIONS	11/22/2023	Fez, Morocco	https://iscvconf.com/ICMDLA23/
Ibero-American Conference on Software Engineering and Knowledge Engineering (JIISIC 2023)	11/22/2023	MERIDA, MEXICO	https://extranet.matematicas.uady.mx/JIISIC2023/inicio/
International Conference on Electrical Engineering & renewable Energies systems (ICEERES’23)	11/21/2023	Bechar, Algeria	http://iceeres.univ-bechar.dz/
2nd International Conference on Computing and Advances in Information Technology	11/21/2023	Zaria, Nigeria	https://iccait.com.ng/
Innovative Teachers Awards URJC 2023	10/25/2023	Móstoles , Spain	https://cied.urjc.es/innovacion/semana-de-la-innovacion-en-educacion-digital/premio-profesores-innovadores-2023
2023 Eleventh International Conference on Intelligent Computing and Information Systems (ICICIS)	11/21/2023	Cairo, Egypt	http://icicis.cis.asu.edu.eg/
3rd International Conference on Recent Advances in Materials and Manufacturing Technologies	11/20/2023	Dubai, United Arab Emirates	https://www.immt2023.com/
11th Australasian Council of Undergraduate Research Conference	11/20/2023	Melbourne, Australia	https://www.acur.org.au/2023-conference/
Cognitive Computing and Advances in Intelligent Systems 2023	11/22/2023	Mexico City, Mexico	http://smia.mx/ccais2023
International Conference on Advanced Engineering Technologies for Sustainable Development	11/21/2023	Fayoum, Egypt	https://engservices.fayoum.edu.eg/Conferances/List
The 8th International Symposium on Biomedical Engineering & International Workshop on Nanodevice Technologies 2023	11/20/2023	higasi-hiroshima,hiroshima, Japan	https://www.rnbs.hiroshima-u.ac.jp/isbe2023/
Hybrid Ultrasound Technology Conference 2023	11/19/2023	Dresden, Germany	https://digitalhealth.tu-dresden.de/projects/innovation-projects/hybridecho/
16th International Conference on Security of Information and Networks	11/20/2023	Jaipur, India	http://www.sinconf.org/
First Conference on Advances in Computational Intelligence, Systems and Networking	11/20/2023	Bouira, Algeria	https://sites.google.com/view/acisn23
Information Technology and Implementation - 2023	11/20/2023	Kyiv, Ukraine	http://iti.fit.knu.ua
International Conference on Advancing Sustainable Future	11/20/2023	Dubai, United Arab Emirates	http://icasf.info
International Conference on Intelligent Computing	11/20/2023	VISAKHAPATNAM, INDIA	http://iconic23.org/index.html
Unmanned Aerial System in Geomatics	11/20/2023	Kuala Lumpur, Malaysia	https://www.iitr.ac.in/uasg2023/
5th 2024 IEEE International Conference on Computing, Power and Communication Technologies (IC2PCT)	8/22/2023	GREATER NOIDA, INDIA	https://iccpct.co.in/
The Second International Conference on Tone and Intonation	11/17/2023	Singapore, Singapore	http://www.tai2023.org
9th Asian Biomaterials Congress 2023	11/19/2023	Penang , Malaysia	http://abmcongress.org/
IEEE North Karnataka Sub Section Conference 2023	11/19/2023	Belagavi, India	http:// https://ieeenkcon2023.org/
2023 International Conference on Asian Language Processing	11/18/2023	Singapore, Singapore	https://www.colips.org/conferences/ialp2023
2023 8th International Conference on Communication, Image and Signal Processing	11/17/2023	Chengdu, China	https://ccisp.org/
2023 5th International Conference on Big Data and Blockchain	11/17/2023	Xian, China	http://icobdb.org
2023 5th International Workshop on Big Data and Computing	11/17/2023	Xian, China	http://www.iwbdc.org
2023 International Conference on Electronics, Computers and Communication Technology (CECCT 2023)	11/17/2023	Guilin, China	http://www.cecct.net/
2023 International Conference on Data Mining, Neural Networks and Deep Learning (DMNNDL 2023)	11/17/2023	Guilin, China	http://www.dmnndl.net/
2023 International Conference on Data Mining, Computing and Software Engineering (DMCSE 2023)	11/17/2023	Chengdu, China	http://www.dmcse2023.net/
2023 International Conference on Algorithms, Networking and Human–Machine Interaction (ANHMI 2023)	11/17/2023	Chengdu, China	http://www.anhmi-conf.net/
Asian Congress of Aesthetic Dentistry - 2023	11/17/2023	Colombo, Sri Lanka	https://conference.aaadnew.org/
Annual International Conference for Digital Intelligence Logistics and Supply Chain Management	11/17/2023	Shenzhen, China	https://utl.sztu.edu.cn/dilscm/#/
International Conference on Artificial Intelligence and its Application	8/14/2023	Pune, India	https://icaia.in/index.php
2023 6th International Conference on Civil, Architectural and Environmental Engineering	11/16/2023	Guangzhou, China	http://www.iccaee.net
International Conference on Computing and Communication Networks	11/17/2023	Manchester, United Kingdom	https://icccn.co.uk
INTERNATIONAL CONFERENCE ON SCIENCE, ENGINEERING AND TECHNOLOGY PRACTICES FOR SUSTAINABLE DEVELOPMENT	11/17/2023	Coimbatore, India	https://conference.psgcare.org/
